title,date,url,content,class
Novo Vale Tudo estreia com Júlio Andrade como Rubinho: o que mudou em 37 anos,2025-04-15 01:44:19,https://www.mixvale.com.br/2025/04/14/novo-vale-tudo-estreia-com-julio-andrade-como-rubinho-o-que-mudou-em-37-anos/,"A novela Vale Tudo voltou às telas em 2025, trazendo uma nova versão da trama que marcou época na televisão brasileira. Com direção moderna e elenco renovado, a produção resgata a história escrita por Gilberto Braga, Aguinaldo Silva e Leonor Bassères, agora adaptada para refletir os tempos atuais. No centro da narrativa, está Rubens Acioli, [...]",2
Conquiste sua casa própria em 2025: guia prático para o Minha Casa Minha Vida em 3 passos rápidos,2025-04-15 01:10:20,https://www.mixvale.com.br/2025/04/14/conquiste-sua-casa-propria-em-2025-guia-pratico-para-o-minha-casa-minha-vida-em-3-passos-rapidos/,"O programa Minha Casa Minha Vida segue como uma das principais iniciativas do governo federal para reduzir o déficit habitacional no Brasil, oferecendo condições acessíveis para a conquista da casa própria. Em 2025, a expectativa é que milhares de famílias sejam beneficiadas com subsídios de até 55 mil reais, taxas de juros reduzidas e prazos [...]",2
Emirados Arabes Sinalizam Interesse Em Investir Na Transicao Energetica,2025-04-15 01:10:00,https://www.correiobraziliense.com.br/economia/2025/04/7110526-emirados-arabes-sinalizam-interesse-em-investir-na-transicao-energetica.html,,2
Mulher de 31 anos morre após ataque de pit bull em condomínio de Goiás,2025-04-15 00:59:23,https://www.mixvale.com.br/2025/04/14/mulher-de-31-anos-morre-apos-ataque-de-pit-bull-em-condominio-de-goias/,"Uma tragédia abalou os moradores de Cidade Ocidental, município localizado no entorno do Distrito Federal, na manhã de 13 de abril. Stefane Xavier da Silva, de 31 anos, foi atacada e morta pelo próprio cachorro, um pit bull, dentro de sua residência em um condomínio na Rua Parque Nova Friburgo A. O caso, que chocou [...]",0
"No Japão, Brasil participa de uma das principais feiras de cultura e inovação do mundo",2025-04-15 00:55:13,https://g1.globo.com/jornal-nacional/noticia/2025/04/14/no-japao-brasil-participa-de-uma-das-principais-feiras-de-cultura-e-inovacao-do-mundo.ghtml,"Durante 6 meses, 160 países vão exibir na cidade de Osaka o que têm de melhor em arte e inovação. O pavilhão do Brasil foi criado pela cenógrafa Bia Lessa. Brasil participa de uma das principais feiras de tecnologia e cultura do mundoUma exposição em Osaka é uma das principais feiras de cultura e inovação do mundo, e o Brasil participa.Os japoneses prepararam uma abertura olímpica - com mascote e tudo. Japão sendo Japão.“O mundo saiu de uma pandemia e agora está enfrentando crises que nos dividem. Em tempos assim, ganha muito significado que pessoas do mundo todo estejam juntas, refletindo sobre a vida e valorizando culturas diferentes”, disse o primeiro-ministro Shigeru Ishiba na cerimônia - que teve a participação da família imperial japonesa.Durante seis meses, 160 países vão exibir na cidade de Osaka o que têm de melhor em arte e inovação. Quando dá para combinar os dois, melhor ainda. Para variar, a China chegou grande. Tem uma cabine experimental do submarino tripulado Jiaolong, exibições digitais de cenários antigos da agricultura e da tecelagem chinesas. Os Estados Unidos simularam o lançamento de um foguete da Nasa.Essas exposições mundiais, como são chamadas, têm muita história. Foi em uma delas que o mundo viu pela primeira vez a Torre Eiffel, em Paris, construída para o evento de 1889. A primeira edição é tão antiga que o registro foi na pintura. Lá se vão 174 anos. O evento na Inglaterra ficou conhecido como “A Grande Exposição”. O maior dos parques reais de Londres: Hyde Park. Foi lá, em uma primavera, que em 1851, a Rainha Vitória inaugurou a exposição gigantesca - e para todas as classes, com ingressos bem baratos.No Japão, Brasil participa de uma das principais feiras de cultura e inovação do mundoJornal Nacional/ ReproduçãoAssim como naquela época, a causa do evento de 2025 no Japão é celebrar o que a humanidade tem em comum: apetite por criar e pensar no futuro.O Brasil leva para Osaka reflexões sobre o meio ambiente. No chão e no teto do pavilhão brasileiro, dezenas de árvores e bonecos infláveis simulam a riqueza dos ecossistemas e representam a nossa relação com a natureza. Tudo pintado com frases de escritores e pensadores do Brasil e de outras partes do mundo. O primeiro-ministro japonês elogiou muito o conceito, que discute sustentabilidade, combate à fome e a preservação do planeta. O pavilhão deve receber 10 mil visitantes por dia.A idealizadora do espaço foi a cenógrafa Bia Lessa:""As coisas s transformam. O ser humano não é mais o centro de tudo. O ser humano faz parte. é uma parte: parte do todo"".No Japão, Brasil participa de uma das principais feiras de cultura e inovação do mundoJornal Nacional/ ReproduçãoEla tem falado tanto sobre o Brasil para os visitantes que ficou quase sem voz.""Desculpa pela voz. Podemos destruir o planeta, podemos acabar com o planeta e, ao mesmo tempo, podemos nos unir e transformar o mundo. Transformar o mundo pode ser uma festa. Esse é o pavilhão do Brasil”, diz Bia Lessa.""O Brasil hoje é parte da solução para grandes desafios que estamos vivendo no mundo. Mas, especialmente, em um modelo de desenvolvimento que seja inclusivo, que não ameaça a vida no planeta, como o que nós vivemos até aqui fez"", afirma Jorge Viana, presidente da Apex Brasil.",1
Onde comprar peixe barato e fresco na Semana Santa? Aqui tem a lista!,2025-04-15 00:42:31,https://diariodopara.com.br/para/onde-comprar-peixe-barato-e-fresco-na-semana-santa-aqui-tem-a-lista/,A tradição se renova: Belém e mais de 60 municípios paraenses já estão nos preparativos finais para a Feira do Pescado 2025Foto: Celso Rodrigues - Diário do ParáA tradição se renova: Belém e mais de 60 municípios paraenses já estão nos preparativos finais para a Feira do Pescado 2025.O post Onde comprar peixe barato e fresco na Semana Santa? Aqui tem a lista! apareceu primeiro em Jornal Diário do Pará.,2
2 Olimpiada Brasileira De Administracao Tem Inscricoes Abertas Ate 2 De Junho,2025-04-15 00:39:09,https://www.correiobraziliense.com.br/euestudante/2025/04/7110412-2-olimpiada-brasileira-de-administracao-tem-inscricoes-abertas-ate-2-de-junho.html,,2
Nilópolis: Animais resgatados são adotados em evento de causa de amor aos animais,2025-04-15 00:35:52,https://odia.ig.com.br/nilopolis/2025/04/7039053-nilopolis-animais-resgatados-sao-adotados-em-evento-de-causa-de-amor-aos-animais.html,"Adotantes ganhavam um kit com ração, comedouro e certificado de agradecimento pela contribuição na causa de amor aos animais",1
Diplomacia,2025-04-15 00:30:33,https://www.diariodoamapa.com.br/blogs/cleber-barbosa/diplomacia-5/,"O embaixador da Itália no Brasil, Alessandro Cortese, visitou o Amapá em busca de fortalecer relações institucionais e comerciais. Recebido no Setentrião pelo vice-governador Teles Júnior, o diplomata conheceu as potencialidades do estado mais preservado do Brasil, com destaque para a bioeconomia e o manejo florestal sustentável. Contas O Tribunal de Contas do [...]",1
Gigantes da mineração travam guerra judicial bilionária contra ANM,2025-04-15 00:12:53,https://valor.globo.com/empresas/noticia/2025/04/14/gigantes-da-minerao-travam-guerra-judicial-bilionria-contra-anm.ghtml,"Na ação coletiva, o Ibram afirma que novas regras...",0
Primeiro trimestre de 2025 mostra vantagem dos EUA nas relações comerciais com o Brasil,2025-04-15 00:07:55,https://g1.globo.com/jornal-nacional/noticia/2025/04/14/primeiro-trimestre-de-2025-mostra-vantagem-dos-eua-nas-relacoes-comerciais-com-o-brasil.ghtml,"Antes do agravamento da guerra comercial lançada por Trump, trocas comerciais entre Brasil e Estados Unidos bateram recorde, somando US$ 20 bilhões de janeiro a março. O presidente americano Donald Trump deflagrou a guerra das tarifas com a alegação que os Estados UnidosJornal NacionalO presidente americano Donald Trump deflagrou a guerra das tarifas com a alegação que os Estados Unidos tinham um desequilíbrio nas relações comerciais com outros países - o Brasil inclusive. Mas os números do primeiro trimestre divulgados hoje, nas transações com o Brasil, esse desiquilíbrio é favorável para os Estados Unidos. O comércio entre os dois países somou US$ 20 bilhões de janeiro a março. O Brasil vendeu para os Estados Unidos US$ 9,7 bilhões em produtos como semiacabados de ferro ou aço, café não torrado e sucos de frutas; e importou US$ 10,3 bilhões. Os principais produtos foram motores e máquinas não elétricos, óleos combustíveis, medicamentos e produtos farmacêuticos. Um saldo positivo para os americanos.A situação não é nova. Considerando o desempenho dos três primeiros meses do ano, os Estados Unidos costumam ter vantagem na troca comercial, e o Brasil registra déficit com os americanos. Foi assim nos últimos dez anos, com exceção de 2024.Apesar do recorde no comércio entre o Brasil e os Estados Unidos, as tarifas impostas pelo presidente Donald Trump criaram um ambiente de incerteza e imprevisibilidade, afetando decisões empresariais ao longo do ano.A Associação Brasileira de Alumínio disse que as exportações do produto cresceram 22% no primeiro trimestre. O que pode indicar um movimento de antecipação de formação de estoque por parte dos importadores norte-americanos, diante da expectativa da entrada em vigor de novas tarifas sobre o alumínio.Em fevereiro, Trump anunciou uma sobretaxa de 25% sobre as importações de aço e alumínio, incluindo produtos vendidos pelo Brasil, que começou em 12 de março. No início de abril, passou a valer mais uma barreira: a tarifa de 10% sobre as compras americanas em geral. Como justificativa, Trump fala em proteção da indústria nacional e redução do déficit comercial do país.A Câmara Americana de Comércio para o Brasil disse que há uma transformação no comércio internacional:""Há uma perspectiva de um quadro mais desafiador para as exportações brasileiras para os Estados Unidos, sobretudo aquelas de maior valor agregado, e também para o aumento da concorrência de importados aqui no mercado brasileiro. É um comércio que no agregado é superavitário para os Estados Unidos, tanto em bens como em serviços, quase US$ 30 bilhões no ano passado. E que também, quando se olham as tarifas, o Brasil tem na média uma tarifa baixa aplicada de 2,7% em relação aos Estados Unidos. Então, tudo isso colocado, o interesse do setor empresarial é se ter mais comércio e mais investimentos entre os dois países e não um quadro de aumento de restrições comerciais”, diz Abrão Neto, presidente da Amcham Brasil.LEIA TAMBÉMEm meio a tarifaço, comércio com EUA bate recorde no 1o trimestre; Brasil importou mais do que exportouGuerra tarifária entre Trump e China é 'uma benção' para Brasil, diz Financial TimesTarifas de Trump trazem desafios imediatos para o Brasil, mas podem gerar oportunidades, apontam economistas",0
Projeto define regras para criação e comércio de cães de raças potencialmente perigosas,2025-04-15 00:06:00,http://jornal24horas.com.br/?p=17599,"Kayo Magalhães/Câmara dos Deputados Clarissa Tércio, autora da proposta O Projeto de Lei 417/25 estabelece regras para a criação de cães de raças consideradas potencialmente perigosas, como pitbull, american stafforshire e mastim-napolitano. O foco é a integridade física e psicológica de pessoas e o bem-estar dos animais. A Câmara dos Deputados analisa a proposta. O [...]",1
"Estudo inédito estima existência de mais de 6,3 mil onças-pintadas em áreas protegidas da Amazônia",2025-04-15 00:03:50,https://g1.globo.com/am/amazonas/noticia/2025/04/14/estudo-inedito-estima-existencia-de-mais-de-63-mil-oncas-pintadas-em-areas-protegidas-da-amazonia.ghtml,"Pesquisa, que se baseia em 15 anos de dados coletados em 22 áreas protegidas no Brasil e em outros três países, foi publicada na revista científica holandesa Biological Conservation. Estudo inédito estima existência de mais de 6,3 mil onças-pintadas em áreas protegidas da Amazônia.Instituto MamirauáPesquisadores conseguiram estimar a população de onças-pintadas em áreas protegidas da Amazônia, revelando a presença de mais de 6,3 mil desses felinos no bioma. O estudo, baseado em 15 anos de dados coletados em 22 áreas protegidas no Brasil e em outros três países, foi publicado na revista científica holandesa Biological Conservation.As informações foram obtidas por meio de câmeras de movimento instaladas nas matas, que permitem o monitoramento remoto das onças-pintadas. As imagens capturadas pelas câmeras são fundamentais para o estudo, pois cada onça possui um padrão único de manchas, semelhantes a impressões digitais nos seres humanos.📲 Participe do canal do g1 AM no WhatsAppO biólogo e primeiro autor do artigo, Guilherme Costa Alvarenga, explicou que as manchas nas pelagens das onças ajudam na identificação individual dos animais. ""Essas pintas, essas rosetas, servem como impressões digitais nos seres humanos. Então, cada indivíduo de onça-pintada tem um padrão único"", afirmou.O estudo, que envolveu a colaboração de 23 organizações científicas, como o WWF Brasil e o Instituto Mamirauá, também forneceu dados sobre a densidade populacional dessas onças nas áreas analisadas. A média geral encontrada foi de cerca de 3,08 onças por 100 km2, com variações significativas entre as regiões.Na Reserva Biológica de Cuieiras, no Amazonas, a densidade foi bem mais baixa, com cerca de 0,6 onça por área territorial. Já na Reserva de Desenvolvimento Sustentável Mamirauá, a densidade foi bem maior, com aproximadamente 10 onças por 100 km2, mesmo com a floresta submersa durante boa parte do ano.O líder do Grupo de Ecologia e Conservação de Felinos da Amazônia, Jorge Menezes, destacou que a presença de tantas onças em uma área com tantas dificuldades naturais, como o alagamento da floresta, é um fato surpreendente. ""Esse é um dos poucos lugares em que a onça é forçada a viver num ambiente que é alagado quase seis meses por ano. É surpreendente, quase exótico, o fato de que um lugar que apresenta todas essas dificuldades para a onça também é um lugar que tantos indivíduos conseguiram vencer essa barreira"", disse.De acordo com os pesquisadores, a principal razão para a diferença na concentração de onças em diferentes territórios está na quantidade de alimentos disponíveis. Como predadores de topo na cadeia alimentar, as onças-pintadas desempenham um papel regulador essencial nos ecossistemas.Alvarenga também destacou que as áreas protegidas e das terras indígenas é importante para a conservação dessas espécies. ""A Amazônia é coberta por 54, 55% de área protegida e terra indígena. Então, se num pedacinho tão pequeno a gente conseguiu mostrar que tem tanta onça, você imagina o papel importantíssimo que as áreas protegidas e as terras indígenas têm para a proteção dessa espécie e, por consequência, de toda a biodiversidade que está debaixo desse guarda-chuva. Se o predador de topo está presente, é um bom indício de que todos os outros abaixo também estarão"", concluiu.Estudo inédito estima existência de mais de 6,3 mil onças-pintadas em áreas protegidas da Amazônia.Instituto Mamirauá",1
Cachoeiras de São Vicente passam por inspeção e podem virar pontos turísticos; entenda,2025-04-15 00:00:14,https://g1.globo.com/sp/santos-regiao/noticia/2025/04/14/cachoeiras-de-sao-vicente-passam-por-inspecao-e-podem-virar-pontos-turisticos-entenda.ghtml,"Secretaria de Turismo visitou as cachoeiras Escorregadeira, Acarau e Samaritá, localizadas na Área Continental, para verificar acesso, segurança e preservação ambiental. Cachoeiras na Serra do Mar podem ser visitadas gratuitamente.Divulgação/Prefeitura de São VicenteAs cachoeiras Escorregadeira, Acarau e Samaritá, localizadas na Área Continental de São Vicente, foram inspecionadas pela Secretaria de Turismo (Setur) com o objetivo de avaliar o potencial turístico dos locais. Durante a visita técnica, foram analisados aspectos como acesso, segurança, preservação ambiental e infraestrutura.✅ Clique aqui para seguir o novo canal do g1 Santos no WhatsApp.A equipe da Setur, acompanhada por guias locais, avaliou a qualidade da água, a acessibilidade das trilhas, o estado de conservação do ambiente e as melhorias necessárias para transformar as cachoeiras em pontos turísticos oficiais.A secretária de Turismo, Juliana Santana, destacou que transformar um atrativo natural em produto turístico exige planejamento. “Para que um atrativo seja comercializado, precisa ter infraestrutura mínima e empresas que o operacionalizem”.Durante a visita, em 1o de abril, foi reforçada a importância da preservação ambiental. O guia local Ítalo Marcos, morador da região há sete anos e frequentador das trilhas há mais de três décadas, alertou para o descarte adequado de resíduos. “Sem água, não há vida. Precisamos manter as cachoeiras limpas”, ressaltou.Patrimônio histórico Além da natureza exuberante, a região guarda vestígios históricos, como um túnel da década de 1930 usado para transporte de frutas e os restos de uma antiga fazenda de café. A propriedade, segundo relatos locais, teria pertencido ao Frei Gaspar, conhecido por registrar fatos importantes da Capitania de São Vicente em obras históricas.Como visitar O acesso às cachoeiras é gratuito e feito por trilhas em meio à mata. Para quem não conhece bem o percurso, é possível contratar passeios guiados com moradores da região, que também ajudam na preservação e orientação dos visitantes.VÍDEOS: g1 em 1 Minuto Santos",1
Ministério da Saúde pedirá incorporação da vacina contra Chikungunya no SUS,2025-04-15 00:00:01,https://bastidoresdopoder.com.br/ministerio-da-saude-pedira-incorporacao-da-vacina-contra-chikungunya-no-sus/,"Após a aprovação do registro da vacina contra Chikungunya pela Agência Nacional de Vigilância Sanitária (Anvisa), o Ministério da Saúde vai solicitar a sua incorporação no SUS. O pedido será encaminhado à Comissão Nacional de Incorporação de Tecnologias no SUS (CONITEC) para adoção das medidas imediatas necessárias para dar seguimento à avaliação da oferta do [...]O post Ministério da Saúde pedirá incorporação da vacina contra Chikungunya no SUS apareceu primeiro em BASTIDORES DO PODER.",1
"Com mais dois óbitos por dengue, Americana chega à 21a morte confirmada",2025-04-14 23:22:59,https://tododia.com.br/cidades/com-mais-dois-obitos-por-dengue-americana-chega-a-21a-morte-confirmada/,"Por Isabela BrazO post Com mais dois óbitos por dengue, Americana chega à 21a morte confirmada apareceu primeiro em Todo Dia.",0
Samsung anuncia a mais recente atualização do SmartThings,2025-04-14 23:16:51,https://www.mundoconectado.com.br/samsung/samsung-anuncia-a-mais-recente-atualizacao-do-smartthings/,"Com boas notícias para usuários de casas conectadas, Samsung anuncia a mais recente atualização do SmartThings!",2
"Bolsonaro é réu, inelegível e doente, Lula beira os 80, cansado e impopular; 2026 é grande incógnita",2025-04-14 23:00:00,https://www.estadao.com.br/politica/eliane-cantanhede/bolsonaro-e-reu-inelegivel-e-doente-lula-beira-os-80-cansado-e-impopular-2026-e-grande-incognita/,,0
Concessionária do Ibirapuera leva multa de R$ 199 mil por quiosques do iFood Park sem autorização,2025-04-14 23:00:00,https://www.estadao.com.br/sao-paulo/concessionaria-do-ibirapuera-leva-multa-de-r-199-mil-por-quiosques-do-ifood-park-sem-autorizacao/,,0
"Como criar uma ""gallery wall"" com estilo e personalidade",2025-04-14 22:56:00,https://odia.ig.com.br/colunas/panorama-imobiliario/2025/04/7039002-como-criar-uma-gallery-wall-com-estilo-e-personalidade.html,Quadros de variados tamanhos e objetos pessoais são apostas para ter um espaço charmoso em casa,2
